Название;Цена;"Ссылка на страницу товара";"Ссылка на картинку товара";Примечание;"Категория товара";Наличие
"Детские качели Cam Nannarock 188";150;http://127.0.0.1/product/cam-nannarock;http://127.0.0.1/assets/images/catalog/big/detskie_kacheli_cam_nannarock_cvet_188.jpeg;;Качели;склад
"Детские качели Cam Nannarock 198";150;http://127.0.0.1/product/cam-nannarock;http://127.0.0.1/assets/images/catalog/big/detskie_kacheli_cam_nannarock_cvet_198.jpeg;;Качели;склад
"Детские качели Cam Nannarock 199";150;http://127.0.0.1/product/cam-nannarock;http://127.0.0.1/assets/images/catalog/big/detskie_kacheli_cam_nannarock_cvet_199.jpeg;;Качели;склад
"Детский шезлонг Cam Giocam 199";130;http://127.0.0.1/product/detskij-shezlong-cam-giocam;http://127.0.0.1/assets/images/catalog/big/Detskiy_shezlong_Cam_Giocam_cvet_199.jpg;;Шезлонги;склад
"Детский шезлонг Cam Giocam 188";130;http://127.0.0.1/product/detskij-shezlong-cam-giocam;http://127.0.0.1/assets/images/catalog/big/Detskiy_shezlong_Cam_Giocam_cvet_.jpg;;Шезлонги;склад
"Детский шезлонг Cam Giocam 198";130;http://127.0.0.1/product/detskij-shezlong-cam-giocam;http://127.0.0.1/assets/images/catalog/big/Detskiy_shezlong_Cam_Giocam_cvet_198.jpg;;Шезлонги;склад
"Детский шезлонг Cam Gironanna 215";220;http://127.0.0.1/product/cam-gironanna;http://127.0.0.1/assets/images/catalog/big/Detskiy_shezlong_Cam_Gironanna_cvet_215.jpg;;Качели;склад
"Детский шезлонг Cam Gironanna 198";220;http://127.0.0.1/product/cam-gironanna;http://127.0.0.1/assets/images/catalog/big/detskiy_shezlong_cam_gironanna_cvet_cvet_198.jpeg;;Качели;склад
"Детский шезлонг Cam Gironanna 188";220;http://127.0.0.1/product/cam-gironanna;http://127.0.0.1/assets/images/catalog/big/detskiy_shezlong_cam_gironanna_cvet_cvet_188.jpeg;;Качели;склад
"Подставка под ванну Cam Stand Universale";59;http://127.0.0.1/product/podstavka-pod-vannochku-cam-stand-universale;http://127.0.0.1/assets/images/catalog/big/podstavka_pod_vannu_cam_stand_universale_id_225.jpeg;;Разное;склад
"Пеленальный стол Cam Volare 198";140;http://127.0.0.1/product/detskij-pelenalnij-stolik-cam-volare;http://127.0.0.1/assets/images/catalog/big/pelenalnyy_stol_cam_volare_cvet_198.jpeg;;"Для пеленания";склад
"Пеленальный стол Cam Volare 199";140;http://127.0.0.1/product/detskij-pelenalnij-stolik-cam-volare;http://127.0.0.1/assets/images/catalog/big/pelenalnyy_stol_cam_volare_cvet_199.jpeg;;"Для пеленания";склад
"Пеленальный стол Cam Volare 216";140;http://127.0.0.1/product/detskij-pelenalnij-stolik-cam-volare;http://127.0.0.1/assets/images/catalog/big/Pelenalnyy_stol_Cam_Volare_cvet_216.jpg;;"Для пеленания";склад
"Детский пеленальный комод Cam Asia naturale";320;http://127.0.0.1/product/komod-cam-asia;http://127.0.0.1/assets/images/catalog/big/detskiy_pelenalnyy_komod_cam_asia_cvet_naturale.jpeg;;Комоды;склад
"Детский пеленальный комод Cam Asia bianca";320;http://127.0.0.1/product/komod-cam-asia;http://127.0.0.1/assets/images/catalog/big/detskiy_pelenalnyy_komod_cam_asia_cvet_bianca.jpeg;;Комоды;склад
"Детский пеленальный комод Cam Asia noce anticata";320;http://127.0.0.1/product/komod-cam-asia;http://127.0.0.1/assets/images/catalog/big/detskiy_pelenalnyy_komod_cam_asia_cvet_noce_anticata.jpeg;;Комоды;склад
"Детский пеленальный комод Cam Asia noce";320;http://127.0.0.1/product/komod-cam-asia;http://127.0.0.1/assets/images/catalog/big/detskiy_pelenalnyy_komod_cam_asia_cvet_noce.jpeg;;Комоды;склад
"Детское сидение на унитаз Cam Upper U 32";36;http://127.0.0.1/product/cam-upper;http://127.0.0.1/assets/images/catalog/big/Detskoe_sidenie_na_unitaz_Detskoe_sidenie_na_unitaz_Cam_Upper_cvet_U_32.jpg;;"Гигиена, аптека, посуда";склад
"Детское сидение на унитаз Cam Upper U 22";36;http://127.0.0.1/product/cam-upper;http://127.0.0.1/assets/images/catalog/big/Detskoe_sidenie_na_unitaz_Detskoe_sidenie_na_unitaz_Cam_Upper_cvet_.jpg;;"Гигиена, аптека, посуда";склад
"Детское сидение на унитаз Cam Upper U 31";36;http://127.0.0.1/product/cam-upper;http://127.0.0.1/assets/images/catalog/big/Detskoe_sidenie_na_unitaz_Detskoe_sidenie_na_unitaz_Cam_Upper_cvet_U_31.jpg;;"Гигиена, аптека, посуда";склад
"Детский горшок Cam Dudu U 22";40;http://127.0.0.1/product/detskij-gorshok-cam-dudu;http://127.0.0.1/assets/images/catalog/big/Detskiy_gorshok_Detskiy_gorshok_Cam_Dudu_cvet_U_22.jpg;;"Гигиена, аптека, посуда";склад
"Детский горшок Cam Dudu U 31";40;http://127.0.0.1/product/detskij-gorshok-cam-dudu;http://127.0.0.1/assets/images/catalog/big/Detskiy_gorshok_Detskiy_gorshok_Cam_Dudu_cvet__1.jpg;;"Гигиена, аптека, посуда";склад
"Детский горшок Cam Dudu U 32";40;http://127.0.0.1/product/detskij-gorshok-cam-dudu;http://127.0.0.1/assets/images/catalog/big/Detskiy_gorshok_Detskiy_gorshok_Cam_Dudu_cvet_.jpg;;"Гигиена, аптека, посуда";склад
"Универсальная коляска Chicco Trio Activ3 (3 в 1) Red Wave";1040;http://127.0.0.1/product/chicco-trio-activ3-3-u-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Activ3__3_v_1__cvet_Red_Wave.jpeg;;Коляски;склад
"Универсальная коляска Chicco Trio Activ3 (3 в 1) Evergreen";1040;http://127.0.0.1/product/chicco-trio-activ3-3-u-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Activ3__3_v_1__cvet_Evergreen.jpeg;;Коляски;склад
"Универсальная коляска Chicco Trio Activ3 (3 в 1) Anthracite";1040;http://127.0.0.1/product/chicco-trio-activ3-3-u-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Activ3__3_v_1__cvet_Anthracite.jpeg;;Коляски;склад
"Универсальная коляска Chicco Trio Activ3 (3 в 1) Beige";1040;http://127.0.0.1/product/chicco-trio-activ3-3-u-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Activ3__3_v_1__cvet_Beige.jpg;;Коляски;склад
"Универсальная коляска Chicco Trio Living Smart (3 в 1) Browne";820;http://127.0.0.1/product/chicco-trio-living-3-v-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Living_Smart__3_v_1__cvet_Browne.jpeg;;Коляски;склад
"Универсальная коляска Chicco Trio Living Smart (3 в 1) Wasabi";820;http://127.0.0.1/product/chicco-trio-living-3-v-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Living_Smart__3_v_1__cvet_Wasabi.jpeg;;Коляски;склад
"Универсальная коляска Chicco Trio Living Smart (3 в 1) Red";820;http://127.0.0.1/product/chicco-trio-living-3-v-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Living_Smart__3_v_1__cvet_Red.jpeg;;Коляски;склад
"Универсальная коляска Chicco Trio Living Smart (3 в 1) Elegance";820;http://127.0.0.1/product/chicco-trio-living-3-v-1;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Trio_Living_Smart__3_v_1__cvet_Elegance.jpeg;;Коляски;склад
"Универсальная коляска Chicco Enjoy Fun (3 в 1) garnet";520;http://127.0.0.1/product/chicco-enjoy-fun;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_chicco_enjoy_fun__3_v_1__cvet_garnet.jpeg;;Коляски;нет
"Универсальная коляска Chicco Enjoy Fun (3 в 1) blue";520;http://127.0.0.1/product/chicco-enjoy-fun;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_chicco_enjoy_fun__3_v_1__cvet_blue.jpeg;;Коляски;нет
"Универсальная коляска Chicco Enjoy Fun (3 в 1) coal";520;http://127.0.0.1/product/chicco-enjoy-fun;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_chicco_enjoy_fun__3_v_1__cvet_coal.jpeg;;Коляски;нет
"Стул для кормления Chicco Polly 2 в 1 Baby World";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Baby_World.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Princess";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Princess.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Moon";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Moon.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Shapes";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Shapes.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Greenland";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Greenland.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Marty";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Marty.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Chick to Chick";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Chick_to_Chick.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 World Cup";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_World_Cup.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Butterfly";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_chicco_polly_2_v_1_cvet_butterfly.jpeg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Round";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_chicco_polly_2_v_1_cvet_round.jpeg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Sea World";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_chicco_polly_2_v_1_cvet_sea_world.jpeg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Pixie";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_chicco_polly_2_v_1_cvet_pixie.jpeg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Flake";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_chicco_polly_2_v_1_cvet_flake.jpeg;;"главная страница";склад
"Стул для кормления Chicco Polly 2 в 1 Wood Friends";160;http://127.0.0.1/product/polly-2-v-1;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_2_v_1_cvet_Wood_Friends.jpg;;"главная страница";склад
"Стул для кормления Chicco Polly Magic Wasabi";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Wasabi.jpg;;Стульчики;склад
"Стул для кормления Chicco Polly Magic Aura";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Aura.jpg;;Стульчики;склад
"Стул для кормления Chicco Polly Magic Deep Blue";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Deep_Blue.jpg;;Стульчики;склад
"Стул для кормления Chicco Polly Magic Mandarino";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Mandarino.jpg;;Стульчики;склад
"Стул для кормления Chicco Polly Magic Pink";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Pink.jpg;;Стульчики;склад
"Стул для кормления Chicco Polly Magic Scarlett";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Scarlett.jpg;;Стульчики;склад
"Стул для кормления Chicco Polly Magic Tobacco";205;http://127.0.0.1/product/chicco-polly-magic;http://127.0.0.1/assets/images/catalog/big/Stul_dlya_kormleniya_Chicco_Polly_Magic_cvet_Tobacco.jpg;;Стульчики;склад
"Детское автокресло Chicco Key 1 IsoFix Fuego";350;http://127.0.0.1/product/detskoe-avtokreslo-chicco-key-1-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_key_1_isofix_cvet_fuego.jpeg;;Автокресла;склад
"Детское автокресло Chicco Key 1 IsoFix Синий с серым";350;http://127.0.0.1/product/detskoe-avtokreslo-chicco-key-1-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_key_1_isofix_cvet_siniy_s_serym.jpeg;;Автокресла;склад
"Детское автокресло Chicco Key 1 IsoFix Черный с голубым";350;http://127.0.0.1/product/detskoe-avtokreslo-chicco-key-1-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_key_1_isofix_cvet_chernyy_s_golubym.jpeg;;Автокресла;склад
"Детское автокресло Chicco Key 1 IsoFix Polaris";350;http://127.0.0.1/product/detskoe-avtokreslo-chicco-key-1-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_key_1_isofix_cvet_polaris.jpeg;;Автокресла;склад
"Детское автокресло Chicco Xpace IsoFix Хаки";356;http://127.0.0.1/product/detskoe-avtokreslo-xpace-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_xpace_isofix_cvet_haki.jpeg;;Автокресла;склад
"Детское автокресло Chicco Xpace IsoFix Красный";356;http://127.0.0.1/product/detskoe-avtokreslo-xpace-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_xpace_isofix_cvet_krasnyy.jpeg;;Автокресла;склад
"Детское автокресло Chicco Xpace IsoFix Серый";356;http://127.0.0.1/product/detskoe-avtokreslo-xpace-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_xpace_isofix_cvet_seryy.jpeg;;Автокресла;склад
"Детское автокресло Chicco Xpace IsoFix Черный";356;http://127.0.0.1/product/detskoe-avtokreslo-xpace-isofix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_xpace_isofix_cvet_chernyy.jpeg;;Автокресла;склад
"Детское автокресло Chicco Eletta Jasper";220;http://127.0.0.1/product/detskoe-avtokreslo-chicco-eletta;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_eletta_cvet_jasper.jpeg;;Автокресла;заказ
"Детское автокресло Chicco Eletta Pegaso";220;http://127.0.0.1/product/detskoe-avtokreslo-chicco-eletta;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_eletta_cvet_pegaso.jpeg;;Автокресла;заказ
"Детское автокресло Chicco Eletta Jade";220;http://127.0.0.1/product/detskoe-avtokreslo-chicco-eletta;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_chicco_eletta_cvet_jade.jpeg;;Автокресла;заказ
