Название;Цена;"Ссылка на страницу товара";"Ссылка на картинку товара";"Категория товара"
"Tako Captiva (2 в 1)";365;http://127.0.0.1/product/tako-captiva-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_captiva__2_v_1__cvet_bezhevo-molochnyy.jpeg;Коляски
"Tako Laret (2 в 1)";415;http://127.0.0.1/product/tako-laret-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_laret__2_v_1__cvet_oranzhevo-korichnevyy.jpeg;Коляски
"Tako Lila (2 в 1)";307;http://127.0.0.1/product/tako-lila-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_lila__2_v_1__cvet_fuksiya.jpeg;Коляски
"Tako Lungo (2 в 1)";439;http://127.0.0.1/product/tako-lungo-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_lungo__2_v_1__cvet_08.jpeg;Коляски
"Tako Venezia (2 в 1)";399;http://127.0.0.1/product/tako-venezia-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_venezia__2_v_1__cvet_rozovyy.jpeg;Коляски
"Tako Alive (2 в 1)";440;http://127.0.0.1/product/tako-alive-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_alive__2_v_1__cvet_04.jpeg;Коляски
"Tako Jumper X (2 в 1)";280;http://127.0.0.1/product/tako-jumper-x-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_jumper_x__2_v_1__cvet_smile_zheltyy.jpeg;Коляски
"Tako Drifter";210;http://127.0.0.1/product/tako-drifter-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_tako_drifter_cvet_kollekciya_serca_seryy_sirenevyy.jpeg;Коляски
"Tako Shaft";247;http://127.0.0.1/product/tako-shaft;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Tako_Shaft_cvet_smile_02.jpg;Коляски
"Tako HPU";107;http://127.0.0.1/product/tako-hpu;http://127.0.0.1/assets/images/catalog/big/detskie_kacheli_tako_hpu_cvet_bozhya_korovka.jpeg;Качели
"Nino Baile (6 предметов)";113;http://127.0.0.1/product/mibb-nino-baile;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_nino_baile__6_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Nino Ganguro (6 предметов)";113;http://127.0.0.1/product/nino-ganguro-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_nino_ganguro__6_predmetov__cvet_krasnyy.jpeg;"Постельные принадлежности"
"Nino El Amor (3 предмета)";40;http://127.0.0.1/product/nino-el-amor-3-predmeta;http://127.0.0.1/assets/images/catalog/big/postelnoe_bele_nino_el_amor__3_predmeta__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Nino Elefante (3 предмета)";40;http://127.0.0.1/product/nino-elefante-3-predmeta;http://127.0.0.1/assets/images/catalog/big/postelnoe_bele_nino_elefante__3_predmeta__cvet_goluboy.jpeg;"Постельные принадлежности"
"Nino Erizo (6 предметов)";113;http://127.0.0.1/product/nino-erizo-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_nino_erizo__6_predmetov__cvet_zheltyy.jpeg;"Постельные принадлежности"
"Nino Gatito (6 предметов)";113;http://127.0.0.1/product/nino-gatito-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_nino_gatito__6_predmetov__cvet_goluboy.jpeg;"Постельные принадлежности"
"Nino Los Amigos (6 предметов)";113;http://127.0.0.1/product/nino-los-amigos-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_nino_los_amigos__6_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Nino Morada (3 предмета)";0;http://127.0.0.1/product/nino-morada-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_nino_morada__3_predmeta__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Nino Paseo (6 предметов)";0;http://127.0.0.1/product/nino-paseo-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_nino_paseo__6_predmetov__cvet_fioletovyy.jpeg;"Постельные принадлежности"
"Nino Reno (6 предметов)";0;http://127.0.0.1/product/nino-reno-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_nino_reno__6_predmetov__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Бомбус Топтыжка (7 предметов)";93;http://127.0.0.1/product/bombus-toptizhka-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_toptyzhka__7_predmetov__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Бомбус Абэль (7 предметов)";169;http://127.0.0.1/product/bombus-abel-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_abel__7_predmetov__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Бабочки (7 предметов)";160;http://127.0.0.1/product/bombus-babochki-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_babochki__7_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Бомбус Бабочки (3 предмета)";30;http://127.0.0.1/product/bombus-babochki-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_babochki__3_predmeta__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Веселая семейка (7 предметов)";142;http://127.0.0.1/product/bombus-veselaya-semejka-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_veselaya_semeyka__7_predmetov__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Бомбус Виконт (7 предметов)";240;http://127.0.0.1/product/bombus-vikont-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_vikont__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Давай поиграем (8 предметов)";115;http://127.0.0.1/product/bombus-davaj-poigraem-8-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_davay_poigraem__8_predmetov__cvet_sirenevyy.jpeg;"Постельные принадлежности"
"Бомбус Давай поиграем (3 предмета)";24;http://127.0.0.1/product/bombus-davaj-poigraem-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_davay_poigraem__3_predmeta__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Бомбус Дельфинчик (7 предметов)";90;http://127.0.0.1/product/bombus-delfinchik-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_delfinchik__7_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Бомбус Золушка (7 предметов)";230;http://127.0.0.1/product/bombus-zolushka-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_zolushka__7_predmetov__id_858.jpeg;"Постельные принадлежности"
"Бомбус Изабель (8 предметов)";190;http://127.0.0.1/product/bombus-izabel-8-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_izabel__8_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Jetem Chopper";85;http://127.0.0.1/product/jetem-chopper;http://127.0.0.1/assets/images/catalog/big/Detskiy_velosiped_Jetem_Chopper_cvet__2.jpeg;"Транспорт для детей"
"Бомбус Изабель (3 предмета)";40;http://127.0.0.1/product/bombus-izabel-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_izabel__3_predmeta__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Инфанта (7 предметов)";240;http://127.0.0.1/product/bombus-infanta-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_infanta__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Королевский (8 предметов)";205;http://127.0.0.1/product/bombus-korolevskij-8-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_korolevskiy__8_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Jetem Formica";87;http://127.0.0.1/product/jetem-formica;http://127.0.0.1/assets/images/catalog/big/detskiy_velosiped_jetem_formica_cvet_orange_brown_yellow.jpeg;"Транспорт для детей"
"Baby Care Family 95531";83;http://127.0.0.1/product/baby-care-family-95531;http://127.0.0.1/assets/images/catalog/big/detskiy_velosiped_baby_care_family_95531_cvet_s_goluboy-seryy.jpeg;"Транспорт для детей"
"Бомбус Кроха (7 предметов)";155;http://127.0.0.1/product/bombus-kroha-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_kroha__7_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Бомбус Лунный мишка (7 предметов)";141;http://127.0.0.1/product/bombus-lunnij-mishka-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_lunnyy_mishka__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Лунный мишка (3 предмета)";28;http://127.0.0.1/product/bombus-lunnij-mishka-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_lunnyy_mishka__3_predmeta__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Любавушка (7 предметов)";115;http://127.0.0.1/product/bombus-lyubavushka-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_lyubavushka__7_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Baby Care Family 95962";85;http://127.0.0.1/product/baby-care-family-95962;http://127.0.0.1/assets/images/catalog/big/detskiy_velosiped_baby_care_family_95962_cvet_w_rozovyy-fioletovyy.jpeg;"Транспорт для детей"
"Бомбус Малышок (7 предметов)";207;http://127.0.0.1/product/bombus-malishok-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_malyshok__7_predmetov__cvet_belyy.jpeg;"Постельные принадлежности"
"Jetem Lexus Trike Next Generation";135;http://127.0.0.1/product/jetem-lexus--trike-next-generation;http://127.0.0.1/assets/images/catalog/big/Detskiy_velosiped_Jetem_Lexus_Trike_Next_Generation_cvet_.jpeg;"Транспорт для детей"
"Бомбус Маргарита (7 предметов)";155;http://127.0.0.1/product/bombus-margarita-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_margarita__7_predmetov__cvet_rozovyy__bezhevyy__zelenyy__goluboy.jpeg;"Постельные принадлежности"
"Бомбус Мариша (7 предметов)";80;http://127.0.0.1/product/bombus-marisha-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_marisha__7_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Бомбус Мариша (3 предмета)";24;http://127.0.0.1/product/bombus-marisha-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_marisha__3_predmeta__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Мила (7 предметов)";190;http://127.0.0.1/product/bombus-mila-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_mila__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Нежность (7 предметов)";185;http://127.0.0.1/product/bombus-nezhnost-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_nezhnost__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Павлуша (8 предметов)";132;http://127.0.0.1/product/bombus-pavlusha-8-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_pavlusha__8_predmetov__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Baby Care 3 Wheel Scooter CMC008";38;http://127.0.0.1/product/baby-care-3-wheel-scooter;http://127.0.0.1/assets/images/catalog/big/_baby_care_3_wheel_scooter_cmc008_cvet_chernyy.jpeg;"Транспорт для детей"
"Baby Care Scooter min";40;http://127.0.0.1/product/baby-care-scooter-min;http://127.0.0.1/assets/images/catalog/big/_baby_care_scooter_min_cvet_zelenyy_st-8115d.jpeg;"Транспорт для детей"
"Baby Care Scooter";48;http://127.0.0.1/product/baby-care-scooter;http://127.0.0.1/assets/images/catalog/big/_baby_care_scooter_cvet_krasnyy_st-8170.jpeg;"Транспорт для детей"
"Бомбус Павлуша (3 предмета)";28;http://127.0.0.1/product/bombus-pavlusha-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_pavlusha__3_predmeta__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Светик (7 предметов)";135;http://127.0.0.1/product/bombus-svetik-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_svetik__7_predmetov__cvet_goluboy.jpeg;"Постельные принадлежности"
"Lexus Trike Next";140;http://127.0.0.1/product/lexus-trike-next;http://127.0.0.1/assets/images/catalog/big/Detskiy_velosiped_Lexus_Trike_Next_cvet_Rozovyy.jpg;"Транспорт для детей"
"Бомбус Сладкий сон (7 предметов)";135;http://127.0.0.1/product/bombus-sladkij-son-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_sladkiy_son__7_predmetov__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Сладкий сон (3 предмета)";40;http://127.0.0.1/product/bombus-sladkij-son-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_sladkiy_son__3_predmeta__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Слоники (8 предметов)";145;http://127.0.0.1/product/bombus-sloniki-8-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_sloniki__8_predmetov__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Бомбус Слоники (3 предмета)";30;http://127.0.0.1/product/bombus-sloniki-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_sloniki__3_predmeta__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Lexus Trike Grand New";150;http://127.0.0.1/product/lexus-trike-grand-new;http://127.0.0.1/assets/images/catalog/big/;"Транспорт для детей"
"Бомбус Солнечный денёк (7 предметов)";135;http://127.0.0.1/product/bombus-solnechnij-denek-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_solnechnyy_denyok__7_predmetov__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Соня (6 предметов)";90;http://127.0.0.1/product/bombus-sonya-6-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_sonya__6_predmetov__cvet_goluboy.jpeg;"Постельные принадлежности"
"Бомбус Топтыжкина радость (7 предметов)";130;http://127.0.0.1/product/bombus-toptizhkina-radost-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_toptyzhkina_radost__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Три медведя (7 предметов)";175;http://127.0.0.1/product/bombus-tri-medvedya-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_tri_medvedya__7_predmetov__cvet_bezhevyy.jpeg;"Постельные принадлежности"
"Бомбус Тэдди Бир (7 предметов)";140;http://127.0.0.1/product/bombus-teddi-bir-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_teddi_bir__7_predmetov__cvet_zelenyy.jpeg;"Постельные принадлежности"
"Бомбус Юленька (7 предметов)";110;http://127.0.0.1/product/bombus-yulenka-7-predmetov;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_yulenka__7_predmetov__cvet_rozovyy.jpeg;"Постельные принадлежности"
"Бомбус Юленька (3 предмета)";27;http://127.0.0.1/product/bombus-yulenka-3-predmeta;http://127.0.0.1/assets/images/catalog/big/komplekt_postelnogo_belya_bombus_yulenka__3_predmeta__cvet_goluboy.jpeg;"Постельные принадлежности"
"Ides Compo 2";250;http://127.0.0.1/product/ides-compo-2;http://127.0.0.1/assets/images/catalog/big/detskiy_velosiped_ides_compo_2_id_1128.jpeg;"Транспорт для детей"
"Ides Compo Picnic";250;http://127.0.0.1/product/ides-compo-picnic;http://127.0.0.1/assets/images/catalog/big/detskiy_velosiped_ides_compo_picnic_id_1132.jpeg;"Транспорт для детей"
"S-line Polly";128;http://127.0.0.1/product/s-line-polly;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_s-line_cvet_oranzhevyy.jpeg;Стульчики
"Рио Аленка";275;http://127.0.0.1/product/rio-alenka;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_rio_alenka_cvet_oreh_belyy.jpeg;Кроватки
